code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
62433,HERICOURT (62),964.77,13855.0,152.25,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 65.3 %), au-dessus de la médiane (+645 € /hab). Épargne brute : en baisse (de 7.3 %) Investissement : en baisse (de 45.9 %) Dotations par habitant : 152 € /hab (au-dessous de la médiane, -24 € /hab)."
62434,HERLIERE (62),107.94,21578.0,154.13,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 50.7 %), au-dessous de la médiane (-212 € /hab). Épargne brute : en hausse (de 11.8 %) Investissement : en hausse (de 281.4 %) Dotations par habitant : 154 € /hab (au-dessous de la médiane, -22 € /hab)."
62435,HERLINCOURT (62),1136.79,14727.0,135.11,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 22.3 %), au-dessus de la médiane (+817 € /hab). Épargne brute : en baisse (de 33.2 %) Investissement : en baisse (de 88.9 %) Dotations par habitant : 135 € /hab (au-dessous de la médiane, -41 € /hab)."
62436,HERLIN-LE-SEC (62),189.99,14192.0,85.49,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 60.0 %), au-dessous de la médiane (-130 € /hab). Épargne brute : en baisse (de 43.2 %) Investissement : en baisse (de 56.3 %) Dotations par habitant : 85 € /hab (au-dessous de la médiane, -91 € /hab)."
62437,HERLY (62),430.48,39350.0,118.17,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 17.0 %), au-dessus de la médiane (+111 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 37.1 %) Dotations par habitant : 118 € /hab (au-dessous de la médiane, -58 € /hab)."
62438,HERMAVILLE (62),350.39,154404.0,282.27,2024,santé financière à surveiller — dette globalement stable depuis 2020 — frais de personnel contenus; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 21.7 %), au-dessous de la médiane (-19 € /hab). Épargne brute : en baisse (de 104.9 %) Investissement : en baisse (de 23.4 %) Dotations par habitant : 282 € /hab (au-dessus de la médiane, +93 € /hab)."
62439,HERMELINGHEN (62),48.7,121331.0,286.16,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 68.1 %), au-dessous de la médiane (-271 € /hab). Épargne brute : en hausse (de 614.8 %) Investissement : en hausse (de 235.7 %) Dotations par habitant : 286 € /hab (au-dessus de la médiane, +110 € /hab)."
62440,HERMIES (62),242.01,492038.0,429.35,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 76.6 %), au-dessous de la médiane (-128 € /hab). Épargne brute : en baisse (de 52.4 %) Investissement : en baisse (de 62.6 %) Dotations par habitant : 429 € /hab (au-dessus de la médiane, +240 € /hab)."
62441,HERMIN (62),666.73,33354.0,154.42,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : globalement stable, au-dessus de la médiane (+347 € /hab). Épargne brute : en hausse (de 39.2 %) Investissement : en baisse (de 68.0 %) Dotations par habitant : 154 € /hab (au-dessous de la médiane, -22 € /hab)."
62442,HERNICOURT (62),394.85,152951.0,269.75,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 64.3 %), au-dessus de la médiane (+25 € /hab). Épargne brute : en baisse (de 14.4 %) Investissement : en baisse (de 48.7 %) Dotations par habitant : 270 € /hab (au-dessus de la médiane, +81 € /hab)."
62443,HERSIN-COUPIGNY (62),671.67,3298188.0,531.88,2024,santé financière à surveiller — dette globalement stable depuis 2020 Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 9.0 %), au-dessus de la médiane (+93 € /hab). Épargne brute : en baisse (de 33.7 %) Investissement : en hausse (de 32.8 %) Dotations par habitant : 532 € /hab (au-dessus de la médiane, +233 € /hab)."
62444,HERVELINGHEN (62),429.97,55249.0,213.32,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement élevé; frais de personnel contenus; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 21.2 %), au-dessus de la médiane (+110 € /hab). Épargne brute : en hausse (de 73.1 %) Investissement : en hausse (de 156.2 %) Dotations par habitant : 213 € /hab (au-dessus de la médiane, +37 € /hab)."
62445,HESDIGNEUL-LES-BETHUNE (62),931.04,119013.0,138.39,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 227.3 %), au-dessus de la médiane (+561 € /hab). Épargne brute : en hausse (de 28.4 %) Investissement : en hausse (de 34.3 %) Dotations par habitant : 138 € /hab (au-dessous de la médiane, -51 € /hab)."
62446,HESDIGNEUL-LES-BOULOGNE (62),473.62,125341.0,148.33,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 65.3 %), au-dessus de la médiane (+104 € /hab). Épargne brute : en baisse (de 1228.7 %) Investissement : en baisse (de 62.1 %) Dotations par habitant : 148 € /hab (au-dessous de la médiane, -41 € /hab)."
62447,HESDIN (62),417.1,859841.0,376.3,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement élevé; frais de personnel contenus; commune nouvelle depuis 2025 — évolutions 2020→2025 à interpréter avec prudence Tendance dette vs strate : comparaison de tendance non disponible.,2000-3499 hab,194.55,"Dette : globalement stable, au-dessous de la médiane (-30 € /hab). Épargne brute : en hausse (de 27.5 %) Investissement : en hausse (de 166.0 %) Dotations par habitant : 376 € /hab (au-dessus de la médiane, +182 € /hab)."
62448,HESDIN-L'ABBE (62),289.04,281684.0,146.33,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 55.0 %), au-dessous de la médiane (-81 € /hab). Épargne brute : en baisse (de 15.7 %) Investissement : en baisse (de 38.0 %) Dotations par habitant : 146 € /hab (au-dessous de la médiane, -43 € /hab)."
62449,HESMOND (62),0.0,28180.0,159.21,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 49.0 %) Investissement : en baisse (de 92.3 %) Dotations par habitant : 159 € /hab (au-dessous de la médiane, -17 € /hab)."
62450,HESTRUS (62),288.92,36730.0,157.64,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 55.9 %), au-dessous de la médiane (-31 € /hab). Épargne brute : en baisse (de 9.7 %) Investissement : en hausse (de 294.0 %) Dotations par habitant : 158 € /hab (au-dessous de la médiane, -19 € /hab)."
62451,HEUCHIN (62),124.22,267305.0,524.13,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 59.8 %), au-dessous de la médiane (-196 € /hab). Épargne brute : en hausse (de 28.7 %) Investissement : en baisse (de 15.5 %) Dotations par habitant : 524 € /hab (au-dessus de la médiane, +348 € /hab)."
62452,HEURINGHEM (62),374.71,215421.0,151.6,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; frais de personnel élevés; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 216.7 %), au-dessus de la médiane (+5 € /hab). Épargne brute : en hausse (de 144.4 %) Investissement : en hausse (de 556.9 %) Dotations par habitant : 152 € /hab (au-dessous de la médiane, -37 € /hab)."
62453,HEZECQUES (62),734.45,17571.0,125.51,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 9.8 %), au-dessus de la médiane (+415 € /hab). Épargne brute : en hausse (de 65.8 %) Investissement : en hausse (de 224.1 %) Dotations par habitant : 126 € /hab (au-dessous de la médiane, -51 € /hab)."
62454,HINGES (62),897.89,373293.0,151.19,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 70.6 %), au-dessus de la médiane (+450 € /hab). Épargne brute : en hausse (de 15.5 %) Investissement : en hausse (de 674.2 %) Dotations par habitant : 151 € /hab (au-dessous de la médiane, -43 € /hab)."
62455,HOCQUINGHEN (62),31.62,38852.0,340.81,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 72.5 %), au-dessous de la médiane (-288 € /hab). Épargne brute : en hausse (de 48.6 %) Investissement : en hausse (de 133.9 %) Dotations par habitant : 341 € /hab (au-dessus de la médiane, +165 € /hab)."
62456,HOUCHIN (62),82.77,26999.0,36.73,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 37.4 %), au-dessous de la médiane (-287 € /hab). Épargne brute : en baisse (de 92.8 %) Investissement : en hausse (de 1501.3 %) Dotations par habitant : 37 € /hab (au-dessous de la médiane, -152 € /hab)."
62457,HOUDAIN (62),414.28,4978441.0,700.01,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 19.1 %), au-dessous de la médiane (-164 € /hab). Épargne brute : en hausse (de 276.2 %) Investissement : en hausse (de 36.5 %) Dotations par habitant : 700 € /hab (au-dessus de la médiane, +401 € /hab)."
62458,HOULLE (62),371.65,259693.0,208.76,2024,santé financière préoccupante — dette en baisse depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 27.8 %), au-dessus de la médiane (+2 € /hab). Épargne brute : en baisse (de 161.9 %) Investissement : en hausse (de 245.0 %) Dotations par habitant : 209 € /hab (au-dessus de la médiane, +20 € /hab)."
62459,HOUVIN-HOUVIGNEUL (62),148.51,48237.0,187.69,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 64.2 %), au-dessous de la médiane (-171 € /hab). Épargne brute : en baisse (de 17.8 %) Investissement : en baisse (de 6.5 %) Dotations par habitant : 188 € /hab (au-dessus de la médiane, +12 € /hab)."
62460,HUBERSENT (62),5000.87,92336.0,329.77,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 1356.9 %), au-dessus de la médiane (+4 681 € /hab). Épargne brute : en hausse (de 168.0 %) Investissement : en hausse (de 11906.2 %) Dotations par habitant : 330 € /hab (au-dessus de la médiane, +154 € /hab)."
62462,HUCLIER (62),2212.9,8346.0,52.49,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 79.2 %), au-dessus de la médiane (+1 893 € /hab). Épargne brute : en baisse (de 2637.3 %) Investissement : en hausse (de 14.6 %) Dotations par habitant : 52 € /hab (au-dessous de la médiane, -124 € /hab)."
62463,HUCQUELIERS (62),2213.93,173476.0,323.65,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : globalement stable, au-dessus de la médiane (+1 894 € /hab). Épargne brute : en hausse (de 10.6 %) Investissement : en baisse (de 53.7 %) Dotations par habitant : 324 € /hab (au-dessus de la médiane, +147 € /hab)."
62464,HULLUCH (62),0.0,980973.0,289.46,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : comparaison de tendance non disponible.,2000-3499 hab,194.55,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-447 € /hab). Épargne brute : en baisse (de 58.9 %) Investissement : en baisse (de 58.6 %) Dotations par habitant : 289 € /hab (au-dessus de la médiane, +95 € /hab)."
62465,HUMBERCAMPS (62),0.0,77705.0,339.32,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 18.1 %) Investissement : en baisse (de 50.7 %) Dotations par habitant : 339 € /hab (au-dessus de la médiane, +163 € /hab)."
62466,HUMBERT (62),272.74,37574.0,148.51,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 39.4 %), au-dessous de la médiane (-47 € /hab). Épargne brute : en baisse (de 19.2 %) Investissement : en hausse (de 696.3 %) Dotations par habitant : 149 € /hab (au-dessous de la médiane, -28 € /hab)."
62467,HUMEROEUILLE (62),2.89,34814.0,182.27,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : globalement stable, au-dessous de la médiane (-317 € /hab). Épargne brute : en hausse (de 37.6 %) Investissement : en baisse (de 98.4 %) Dotations par habitant : 182 € /hab (au-dessus de la médiane, +6 € /hab)."
62468,HUMIERES (62),204.6,21703.0,98.65,2024,situation globalement saine — dette en baisse depuis 2020 — investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 85.2 %), au-dessous de la médiane (-115 € /hab). Épargne brute : en baisse (de 53.1 %) Investissement : en baisse (de 75.1 %) Dotations par habitant : 99 € /hab (au-dessous de la médiane, -78 € /hab)."
62469,INCHY-EN-ARTOIS (62),2269.25,81658.0,140.07,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 157.9 %), au-dessus de la médiane (+1 900 € /hab). Épargne brute : en baisse (de 41.6 %) Investissement : en hausse (de 246.8 %) Dotations par habitant : 140 € /hab (au-dessous de la médiane, -49 € /hab)."
62470,INCOURT (62),1509.75,10481.0,116.46,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 22.1 %), au-dessus de la médiane (+1 190 € /hab). Épargne brute : en baisse (de 17.4 %) Investissement : globalement stable Dotations par habitant : 116 € /hab (au-dessous de la médiane, -60 € /hab)."
62471,BELLINGHEM (62),1001.25,245667.0,221.32,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 15.8 %), au-dessus de la médiane (+632 € /hab). Épargne brute : en hausse (de 10.0 %) Investissement : en baisse (de 47.1 %) Dotations par habitant : 221 € /hab (au-dessus de la médiane, +32 € /hab)."
62472,INXENT (62),518.88,30743.0,161.81,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; pic de dette en 2021 Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 33.5 %), au-dessus de la médiane (+199 € /hab). Épargne brute : en baisse (de 724.7 %) Investissement : en hausse (de 506.2 %) Dotations par habitant : 162 € /hab (au-dessous de la médiane, -14 € /hab)."
62473,ISBERGUES (62),280.65,346825.0,39.61,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 31.8 %), au-dessous de la médiane (-298 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 82.9 %) Dotations par habitant : 40 € /hab (au-dessous de la médiane, -259 € /hab)."
62474,ISQUES (62),1029.16,95398.0,80.78,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 25.0 %), au-dessus de la médiane (+660 € /hab). Épargne brute : en baisse (de 52.9 %) Investissement : en baisse (de 73.9 %) Dotations par habitant : 81 € /hab (au-dessous de la médiane, -108 € /hab)."
62475,IVERGNY (62),820.43,66680.0,273.28,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 8.3 %), au-dessus de la médiane (+501 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 56.9 %) Dotations par habitant : 273 € /hab (au-dessus de la médiane, +97 € /hab)."
62476,IZEL-LES-EQUERCHIN (62),386.98,256625.0,239.61,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 33.4 %), au-dessus de la médiane (+17 € /hab). Épargne brute : en hausse (de 24.1 %) Investissement : en baisse (de 79.7 %) Dotations par habitant : 240 € /hab (au-dessus de la médiane, +51 € /hab)."
62477,IZEL-LES-HAMEAU (62),216.56,223527.0,296.85,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab inférieur à la strate; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 187.8 %), au-dessous de la médiane (-153 € /hab). Épargne brute : en hausse (de 38.2 %) Investissement : en hausse (de 103.3 %) Dotations par habitant : 297 € /hab (au-dessus de la médiane, +108 € /hab)."
62478,JOURNY (62),560.22,78294.0,255.86,2024,santé financière préoccupante — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 42.5 %), au-dessus de la médiane (+240 € /hab). Épargne brute : en baisse (de 155.7 %) Investissement : en hausse (de 204.8 %) Dotations par habitant : 256 € /hab (au-dessus de la médiane, +80 € /hab)."
62479,LABEUVRIERE (62),0.68,48120.0,28.73,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 95.6 %), au-dessous de la médiane (-369 € /hab). Épargne brute : en hausse (de 32.7 %) Investissement : en hausse (de 73.8 %) Dotations par habitant : 29 € /hab (au-dessous de la médiane, -160 € /hab)."
62480,LABOURSE (62),373.82,105890.0,36.14,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 193.7 %), au-dessous de la médiane (-74 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 41.1 %) Dotations par habitant : 36 € /hab (au-dessous de la médiane, -158 € /hab)."
62481,LABROYE (62),1677.85,28891.0,171.97,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 2092.0 %), au-dessus de la médiane (+1 358 € /hab). Épargne brute : en baisse (de 46.1 %) Investissement : en hausse (de 1656.8 %) Dotations par habitant : 172 € /hab (au-dessous de la médiane, -4 € /hab)."
62483,LACRES (62),277.02,48135.0,180.28,2024,situation globalement saine — dette en baisse depuis 2020 — frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 37.7 %), au-dessous de la médiane (-43 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 55.9 %) Dotations par habitant : 180 € /hab (au-dessus de la médiane, +4 € /hab)."
62484,LAGNICOURT-MARCEL (62),15.37,40050.0,126.74,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 15 € /hab, au-dessous de la médiane (-304 € /hab). Épargne brute : en hausse (de 18.2 %) Investissement : en hausse (de 216.6 %) Dotations par habitant : 127 € /hab (au-dessous de la médiane, -49 € /hab)."
62485,LAIRES (62),852.98,62450.0,164.78,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 86.3 %), au-dessus de la médiane (+533 € /hab). Épargne brute : en hausse (de 58.9 %) Investissement : en baisse (de 13.2 %) Dotations par habitant : 165 € /hab (au-dessous de la médiane, -11 € /hab)."
62486,LAMBRES (62),59.1,114979.0,106.96,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 63.3 %), au-dessous de la médiane (-310 € /hab). Épargne brute : en hausse (de 8.6 %) Investissement : en hausse (de 89.4 %) Dotations par habitant : 107 € /hab (au-dessous de la médiane, -82 € /hab)."
62487,LANDRETHUN-LE-NORD (62),1513.9,425264.0,332.76,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel contenus; pic de dette en 2022 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 36.4 %), au-dessus de la médiane (+1 144 € /hab). Épargne brute : en baisse (de 84.9 %) Investissement : en baisse (de 91.9 %) Dotations par habitant : 333 € /hab (au-dessus de la médiane, +144 € /hab)."
62488,LANDRETHUN-LES-ARDRES (62),374.78,283618.0,342.53,2024,situation globalement saine — dette en baisse depuis 2020 Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 25.5 %), au-dessus de la médiane (+5 € /hab). Épargne brute : en baisse (de 18.9 %) Investissement : en hausse (de 207.4 %) Dotations par habitant : 343 € /hab (au-dessus de la médiane, +153 € /hab)."
62489,LAPUGNOY (62),501.17,691631.0,194.61,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,3500-4999 hab,249.06,"Dette : en baisse (de 22.5 %), au-dessus de la médiane (+11 € /hab). Épargne brute : en hausse (de 23.1 %) Investissement : en baisse (de 7.6 %) Dotations par habitant : 195 € /hab (au-dessous de la médiane, -54 € /hab)."
62490,LATTRE-SAINT-QUENTIN (62),360.1,51617.0,173.21,2024,santé financière à surveiller — dette globalement stable depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 72.4 %), au-dessus de la médiane (+40 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 667.6 %) Dotations par habitant : 173 € /hab (au-dessous de la médiane, -3 € /hab)."
62491,LAVENTIE (62),636.69,959662.0,189.28,2024,situation globalement saine — dette globalement stable depuis 2020 — investissement élevé; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,5000-9999 hab,298.7,"Dette : en baisse (de 6.6 %), au-dessus de la médiane (+58 € /hab). Épargne brute : en baisse (de 19.9 %) Investissement : en baisse (de 5.8 %) Dotations par habitant : 189 € /hab (au-dessous de la médiane, -109 € /hab)."
62492,LEBIEZ (62),520.95,50875.0,192.71,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 57.7 %), au-dessus de la médiane (+201 € /hab). Épargne brute : en hausse (de 8.0 %) Investissement : en baisse (de 10.1 %) Dotations par habitant : 193 € /hab (au-dessus de la médiane, +17 € /hab)."
62493,LEBUCQUIERE (62),0.0,43978.0,184.78,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 43.6 %) Investissement : en hausse (de 502.7 %) Dotations par habitant : 185 € /hab (au-dessus de la médiane, +9 € /hab)."
62494,LECHELLE (62),0.0,5114.0,111.17,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : comparaison de tendance non disponible.,< 500 hab,176.17,"Dette : au niveau de 0 € /hab, au-dessous de la médiane (-320 € /hab). Épargne brute : en baisse (de 27.7 %) Investissement : en baisse (de 87.7 %) Dotations par habitant : 111 € /hab (au-dessous de la médiane, -65 € /hab)."
